1,11
11,1
1,13
13,1
1,14
14,1
1,39
39,1
1,42
42,1
1,44
44,1
1,50
50,1
1,56
56,1
1,57
57,1
1,62
62,1
1,63
63,1
1,64
64,1
1,66
66,1
1,67
67,1
1,69
69,1
1,70
70,1
1,74
74,1
1,75
75,1
1,80
80,1
1,81
81,1
1,86
86,1
1,87
87,1
1,88
88,1
1,90
90,1
1,91
91,1
1,92
92,1
2,7
7,2
2,8
8,2
2,9
9,2
2,10
10,2
2,11
11,2
2,12
12,2
2,14
14,2
2,15
15,2
2,16
16,2
2,17
17,2
2,24
24,2
2,30
30,2
2,33
33,2
2,34
34,2
2,35
35,2
2,36
36,2
2,37
37,2
2,38
38,2
2,40
40,2
2,43
43,2
2,45
45,2
2,50
50,2
2,51
51,2
2,53
53,2
2,54
54,2
2,55
55,2
2,57
57,2
2,58
58,2
2,59
59,2
2,60
60,2
2,61
61,2
2,62
62,2
2,63
63,2
2,64
64,2
2,65
65,2
2,66
66,2
2,67
67,2
2,68
68,2
2,70
70,2
2,71
71,2
2,72
72,2
2,73
73,2
2,76
76,2
2,78
78,2
2,79
79,2
2,81
81,2
2,82
82,2
2,83
83,2
2,84
84,2
2,85
85,2
2,87
87,2
2,88
88,2
2,89
89,2
2,90
90,2
2,91
91,2
2,92
92,2
2,93
93,2
2,94
94,2
2,95
95,2
2,96
96,2
7,9
9,7
7,10
10,7
7,11
11,7
7,12
12,7
7,14
14,7
7,15
15,7
7,16
16,7
7,17
17,7
7,18
18,7
7,29
29,7
7,30
30,7
7,34
34,7
7,35
35,7
7,36
36,7
7,37
37,7
7,38
38,7
7,43
43,7
7,45
45,7
7,54
54,7
7,55
55,7
7,60
60,7
7,61
61,7
7,65
65,7
7,68
68,7
7,71
71,7
7,72
72,7
7,73
73,7
7,76
76,7
7,78
78,7
7,83
83,7
7,84
84,7
7,88
88,7
7,89
89,7
7,90
90,7
7,93
93,7
7,95
95,7
7,96
96,7
8,10
10,8
8,11
11,8
8,12
12,8
8,13
13,8
8,14
14,8
8,15
15,8
8,16
16,8
8,17
17,8
8,33
33,8
8,35
35,8
8,37
37,8
8,38
38,8
8,40
40,8
8,43
43,8
8,45
45,8
8,51
51,8
8,52
52,8
8,53
53,8
8,58
58,8
8,59
59,8
8,60
60,8
8,61
61,8
8,62
62,8
8,65
65,8
8,66
66,8
8,67
67,8
8,68
68,8
8,70
70,8
8,71
71,8
8,72
72,8
8,73
73,8
8,78
78,8
8,81
81,8
8,82
82,8
8,83
83,8
8,84
84,8
8,85
85,8
8,87
87,8
8,88
88,8
8,89
89,8
8,90
90,8
8,91
91,8
8,94
94,8
8,95
95,8
8,96
96,8
9,10
10,9
9,11
11,9
9,12
12,9
9,13
13,9
9,14
14,9
9,15
15,9
9,16
16,9
9,17
17,9
9,34
34,9
9,39
39,9
9,43
43,9
9,44
44,9
9,45
45,9
9,54
54,9
9,55
55,9
9,56
56,9
9,60
60,9
9,61
61,9
9,62
62,9
9,66
66,9
9,67
67,9
9,68
68,9
9,70
70,9
9,73
73,9
9,74
74,9
9,76
76,9
9,79
79,9
9,80
80,9
9,81
81,9
9,86
86,9
9,87
87,9
9,88
88,9
9,90
90,9
9,91
91,9
9,92
92,9
9,93
93,9
9,96
96,9
10,11
11,10
10,12
12,10
10,13
13,10
10,14
14,10
10,15
15,10
10,16
16,10
10,17
17,10
10,33
33,10
10,34
34,10
10,35
35,10
10,36
36,10
10,37
37,10
10,38
38,10
10,40
40,10
10,43
43,10
10,45
45,10
10,50
50,10
10,51
51,10
10,53
53,10
10,54
54,10
10,55
55,10
10,57
57,10
10,58
58,10
10,59
59,10
10,60
60,10
10,61
61,10
10,62
62,10
10,63
63,10
10,64
64,10
10,65
65,10
10,66
66,10
10,67
67,10
10,68
68,10
10,70
70,10
10,71
71,10
10,72
72,10
10,73
73,10
10,74
74,10
10,75
75,10
10,76
76,10
10,78
78,10
10,79
79,10
10,81
81,10
10,82
82,10
10,83
83,10
10,84
84,10
10,85
85,10
10,87
87,10
10,88
88,10
10,89
89,10
10,90
90,10
10,91
91,10
10,92
92,10
10,93
93,10
10,94
94,10
10,95
95,10
10,96
96,10
11,12
12,11
11,13
13,11
11,14
14,11
11,15
15,11
11,16
16,11
11,17
17,11
11,34
34,11
11,35
35,11
11,37
37,11
11,38
38,11
11,39
39,11
11,43
43,11
11,44
44,11
11,45
45,11
11,50
50,11
11,53
53,11
11,54
54,11
11,55
55,11
11,56
56,11
11,57
57,11
11,58
58,11
11,59
59,11
11,60
60,11
11,61
61,11
11,62
62,11
11,63
63,11
11,64
64,11
11,65
65,11
11,66
66,11
11,67
67,11
11,68
68,11
11,69
69,11
11,70
70,11
11,71
71,11
11,72
72,11
11,73
73,11
11,74
74,11
11,75
75,11
11,76
76,11
11,79
79,11
11,80
80,11
11,81
81,11
11,82
82,11
11,83
83,11
11,85
85,11
11,86
86,11
11,87
87,11
11,88
88,11
11,89
89,11
11,90
90,11
11,91
91,11
11,92
92,11
11,93
93,11
11,94
94,11
11,95
95,11
11,96
96,11
12,13
13,12
12,14
14,12
12,15
15,12
12,16
16,12
12,17
17,12
12,33
33,12
12,35
35,12
12,36
36,12
12,37
37,12
12,38
38,12
12,40
40,12
12,43
43,12
12,45
45,12
12,50
50,12
12,51
51,12
12,52
52,12
12,53
53,12
12,54
54,12
12,55
55,12
12,56
56,12
12,57
57,12
12,58
58,12
12,59
59,12
12,60
60,12
12,61
61,12
12,62
62,12
12,63
63,12
12,64
64,12
12,65
65,12
12,66
66,12
12,67
67,12
12,68
68,12
12,69
69,12
12,70
70,12
12,71
71,12
12,72
72,12
12,73
73,12
12,74
74,12
12,75
75,12
12,76
76,12
12,78
78,12
12,79
79,12
12,80
80,12
12,81
81,12
12,82
82,12
12,83
83,12
12,84
84,12
12,85
85,12
12,86
86,12
12,87
87,12
12,88
88,12
12,89
89,12
12,90
90,12
12,91
91,12
12,92
92,12
12,93
93,12
12,94
94,12
12,95
95,12
12,96
96,12
13,14
