8,9
9,8
12,36
36,12
13,18
18,13
13,21
21,13
14,17
17,14
15,22
22,15
16,28
28,16
16,37
37,16
18,19
19,18
18,21
21,18
20,21
21,20
22,23
23,22
22,24
24,22
25,26
26,25
26,29
29,26
27,29
29,27
27,31
31,27
27,37
37,27
29,33
33,29
29,37
37,29
29,42
42,29
31,37
37,31
31,40
40,31
33,42
42,33
34,36
36,34
34,38
38,34
37,40
40,37
37,42
42,37
40,41
41,40
40,42
42,40
58,63
63,58
58,72
72,58
61,64
64,61
65,76
76,65
68,71
71,68
74,79
79,74
99,105
105,99
99,108
108,99
99,116
116,99
99,120
120,99
99,121
121,99
99,123
123,99
100,107
107,100
100,112
112,100
101,106
106,101
101,112
112,101
101,113
113,101
104,121
121,104
104,124
124,104
104,132
132,104
105,106
106,105
105,108
108,105
105,116
116,105
105,131
131,105
106,113
113,106
107,112
112,107
109,110
110,109
109,119
119,109
109,125
125,109
110,116
116,110
110,118
118,110
110,119
119,110
110,121
121,110
110,122
122,110
110,124
124,110
110,125
125,110
110,132
132,110
111,115
115,111
111,116
116,111
111,122
122,111
114,115
115,114
114,117
117,114
114,127
127,114
115,116
116,115
115,117
117,115
116,121
121,116
116,122
122,116
117,127
127,117
118,122
122,118
118,128
128,118
119,124
124,119
119,125
125,119
120,123
123,120
121,122
122,121
121,123
123,121
121,132
132,121
125,132
132,125
129,131
131,129
145,160
160,145
