feature_1,feature_2,feature_3,user_id,encoded_activity
3.801953125,9.93125,-0.510234375,1,1
3.8596093750000002,9.889609375,-0.55640625,1,1
3.5596875,9.97484375,-0.70453125,1,1
3.4540624999999996,10.36171875,-0.654921875,1,1
3.2757812499999996,10.05375,-0.5096874999999998,1,1
3.1814843749999997,10.177265625,-0.634609375,1,1
2.889453125,10.1590625,-0.530234375,1,1
2.8730468750000004,10.313906250000002,-0.6165625,1,1
2.5941406250000005,10.285546875,-0.581484375,1,1
2.328359375,10.337265624999999,-0.61578125,1,1
2.328203125,10.221406250000001,-0.5196093749999999,1,1
2.4757031250000003,10.426015625,-0.31070312499999997,1,1
2.4103906250000002,10.290078125,-0.52625,1,1
2.199453125,10.376015624999999,-0.46429687499999994,1,1
2.173125,10.478671875,-0.4225,1,1
1.9985937500000002,10.422968749999999,-0.5396875000000001,1,1
1.6242187499999998,10.4059375,-0.50515625,1,1
1.9167187500000002,10.32046875,-0.70171875,1,1
2.052578125,10.378125,-0.47437500000000005,1,1
2.0483593749999995,10.434296875,-0.436015625,1,1
1.731875,10.696875,-0.46515625000000005,1,1
1.516875,10.310781250000002,-0.17906249999999999,1,1
1.49609375,10.569765624999999,-0.40289062500000006,1,1
1.7966406249999998,10.521484375,-0.36632812500000006,1,1
1.5603125,10.462187499999999,-0.34351562499999994,1,1
1.7499218749999998,10.64875,-0.38687499999999997,1,1
1.52875,10.49171875,-0.5353125,1,1
1.2242187500000001,10.73265625,-0.8362499999999999,1,1
1.537109375,10.573203125,-0.7740625,1,1
1.72765625,10.568359375,-0.5685156250000001,1,1
1.6342187499999996,10.352421875000001,-0.465078125,1,1
1.7503125000000002,10.364765625,-0.6594531250000001,1,1
1.550078125,10.575624999999999,-0.864453125,1,1
1.3828125,10.491718749999999,-0.7135156250000001,1,1
2.112109375,10.297890625,-0.568359375,1,1
1.951328125,10.488359375,-0.6857812500000001,1,1
2.09265625,10.478046875,-0.5223437500000001,1,1
1.7864062500000002,10.494374999999998,-0.7333593749999999,1,1
1.5862500000000002,10.37890625,-1.0228125,1,1
1.879609375,10.2559375,-0.655859375,1,1
1.574921875,10.557031250000001,-0.8126562500000001,1,1
1.8000000000000003,10.30140625,-0.332109375,1,1
1.77578125,10.42359375,-0.8417968749999999,1,1
2.140859375,10.40953125,-0.5918749999999999,1,1
1.9729687500000002,10.5209375,-0.746328125,1,1
1.89265625,10.362421875,-0.822890625,1,1
1.85296875,10.431328125,-0.844453125,1,1
1.95,10.37796875,-0.54296875,1,1
1.6703125,10.6509375,-0.759765625,1,1
1.176796875,10.694453124999999,-0.55296875,1,1
1.49453125,10.402109375,-0.38296874999999997,1,1
1.731171875,10.596171875000001,-0.285859375,1,1
1.993203125,10.77296875,-0.6171875,1,1
1.296015625,8.390546875000002,-0.12546875,1,1
-5.52015625,5.758828125,1.281171875,1,2
-6.9090625,1.03921875,1.4587499999999998,1,2
-6.177031250000001,-1.4017968749999998,1.4072656250000002,1,2
-6.5440625,-2.310078125,1.278359375,1,2
-6.874140624999999,-2.9498437500000003,1.6945312500000003,1,2
-6.728359375,-3.705859375,1.12328125,1,2
0.8419531249999997,-6.5234375,0.6118750000000001,1,2
3.937421875,-6.45734375,0.7686718750000001,1,2
3.123046875,-6.601484375,0.5904687499999999,1,2
4.402578125,-6.82234375,0.9474218750000001,1,2
2.5960937499999996,-7.122890625,0.380546875,1,2
2.131328125,-7.226015625,0.6334375000000001,1,2
3.09546875,-6.82625,0.42585937500000004,1,2
3.24125,-7.3878125,0.6094531249999999,1,2
3.9698437500000003,-6.625234375,0.2804687499999998,1,2
4.80203125,-6.067109374999999,0.93109375,1,2
4.7309375,-6.408828124999999,1.0367187500000001,1,2
5.4467187500000005,-6.420624999999999,0.83171875,1,2
5.955234375,-5.733671875,0.9131250000000002,1,2
5.816953125,-6.215625,0.413671875,1,2
6.42125,-5.720000000000001,0.461328125,1,2
7.673125,-4.96078125,0.6270312499999999,1,2
7.968828125,-3.1609374999999997,0.19539062500000004,1,2
7.947109375,-2.0278124999999996,1.0740625,1,2
8.140703125,0.24859374999999995,0.90875,1,2
8.38328125,0.38890625000000006,0.69625,1,2
8.27171875,1.35875,1.011484375,1,2
8.7059375,1.9740624999999996,1.00296875,1,2
7.807343749999999,2.833828125,1.0280468749999998,1,2
7.528046874999999,3.25171875,1.148671875,1,2
8.38265625,2.541953125,1.28484375,1,2
7.900234375,3.446953125,1.1378125,1,2
8.16703125,3.1103125,1.026796875,1,2
8.101015625,3.2625,1.1591406249999998,1,2
8.327656249999999,3.2308593750000005,1.19,1,2
7.6815625,3.4949218749999997,0.6678906249999998,1,2
8.24234375,2.9621874999999998,0.3827343749999999,1,2
7.897578125000001,4.319921875,1.1715625,1,2
-3.6656250000000004,8.295781250000001,0.27585937499999996,1,2
-7.802109375000001,6.34171875,-0.15289062500000003,1,1
-8.1009375,6.717968750000001,-0.30062500000000003,1,1
-7.9185156249999995,6.36828125,-0.2817968750000001,1,1
-7.921171875000001,6.59578125,-0.3260937500000001,1,1
-8.01984375,6.49015625,-0.27304687500000013,1,1
-8.270703124999999,6.3490625,0.00039062500000000555,1,1
-8.084921875,6.306953125,-0.2686718750000001,1,1
-7.94375,6.570546875000001,-0.00367187500000013,1,1
-8.33609375,6.1415625,-0.21874999999999997,1,1
-8.265234374999999,6.181640625,-0.11875000000000008,1,1
-8.1696875,6.21296875,-0.14078125000000008,1,1
-8.290703125,6.25046875,0.08203124999999997,1,1
-8.1721875,6.05453125,-0.12406249999999999,1,1
-8.240546875,6.260937500000001,-0.03632812500000006,1,1
-8.257187499999999,6.1403125,0.06687500000000005,1,1
-8.32484375,6.2003125,0.04914062500000006,1,1
-8.063203125000001,5.9275,-0.274921875,1,1
-8.33796875,6.1828125,-0.07859375000000003,1,1
-8.327734375,6.16171875,-0.09539062500000009,1,1
-8.302109375,5.957890625,-0.12398437500000001,1,1
-8.31875,6.077500000000001,-0.16718750000000004,1,1
-8.167578125,5.9925,-0.008359374999999981,1,1
-8.306953125,6.11390625,0.08601562500000003,1,1
-0.6950781249999999,9.4315625,0.32648437499999994,1,1
-0.14421875000000006,10.526953125,-0.10351562499999999,1,1
-0.83671875,10.555859375,0.11351562500000001,1,1
-0.77453125,10.577109375,0.127265625,1,1
-0.926796875,10.53078125,0.066796875,1,1
-1.47515625,10.417578124999999,-0.0012499999999999872,1,1
-1.4739062499999998,10.394921875000001,0.0010937499999999628,1,1
-1.6676562499999998,10.716874999999998,-0.10429687500000004,1,1
-1.755078125,10.441796875000001,-0.05859375,1,1
-1.6922656249999999,10.56609375,-0.17804687500000005,1,1
-1.7449218750000002,10.526484374999999,0.22656249999999997,1,1
-1.6409375,10.43671875,0.07125000000000009,1,1
-1.3955468750000002,10.8234375,0.12578124999999996,1,1
-1.257578125,10.444218750000001,-0.14093749999999994,1,1
-1.1169531249999998,10.69796875,0.005781250000000057,1,1
-0.76734375,10.48734375,-0.20796874999999998,1,1
-1.1248437500000001,10.738828125000001,-0.2614062499999999,1,1
-0.7128906249999998,10.473828125,-0.393359375,1,1
-0.62203125,10.731562499999999,-0.044453125000000024,1,1
-0.3375,10.204374999999999,-0.14874999999999994,1,1
0.99609375,10.686171875,-0.26398437500000005,1,1
1.4334374999999997,10.5315625,-0.29890625000000004,1,1
1.9074218749999998,10.755781249999998,-0.06078125000000009,1,1
2.564921875,9.236796875,0.5923437500000001,1,1
6.098750000000001,5.75671875,0.19812499999999988,1,2
7.535312500000001,5.917578125,0.872578125,1,2
8.764609375,5.29859375,1.674453125,1,2
6.318046875,6.958828125,1.30171875,1,2
4.308125,7.448203125,1.42375,1,2
2.9025,8.01265625,1.2193749999999999,1,2
2.533359375,7.853359375,1.28015625,1,2
1.9532812499999999,7.335078125,0.916796875,1,2
