1,3
3,1
1,6
6,1
1,7
7,1
1,11
11,1
1,12
12,1
1,16
16,1
1,23
23,1
1,24
24,1
1,29
29,1
1,30
30,1
1,31
31,1
1,32
32,1
1,36
36,1
1,65
65,1
2,15
15,2
2,20
20,2
3,4
4,3
3,5
5,3
3,6
6,3
3,7
7,3
3,11
11,3
3,12
12,3
3,13
13,3
3,16
16,3
3,24
24,3
3,32
32,3
3,34
34,3
3,43
43,3
4,5
5,4
4,6
6,4
4,7
7,4
4,31
31,4
4,32
32,4
4,65
65,4
4,67
67,4
5,6
6,5
5,7
7,5
5,12
12,5
5,13
13,5
5,14
14,5
5,15
15,5
5,25
25,5
5,32
32,5
5,34
34,5
5,61
61,5
6,7
7,6
6,11
11,6
6,12
12,6
6,13
13,6
6,14
14,6
6,24
24,6
6,31
31,6
6,32
32,6
6,34
34,6
6,61
61,6
7,11
11,7
7,12
12,7
7,13
13,7
7,16
16,7
7,23
23,7
7,24
24,7
7,29
29,7
7,30
30,7
7,31
31,7
7,32
32,7
7,34
34,7
7,36
36,7
7,65
65,7
10,16
16,10
10,21
21,10
11,12
12,11
11,13
13,11
11,16
16,11
11,23
23,11
11,24
24,11
11,29
29,11
11,30
30,11
11,31
31,11
11,36
36,11
12,13
13,12
12,16
16,12
12,24
24,12
12,32
32,12
12,34
34,12
13,14
14,13
13,24
24,13
13,34
34,13
13,40
40,13
13,43
43,13
13,69
69,13
14,25
25,14
14,61
61,14
16,22
22,16
16,23
23,16
16,24
24,16
16,29
29,16
16,30
30,16
16,31
31,16
16,34
34,16
16,36
36,16
16,43
43,16
17,35
35,17
20,39
39,20
21,28
28,21
21,31
31,21
22,23
23,22
22,30
30,22
22,36
36,22
23,24
24,23
23,29
29,23
23,30
30,23
23,36
36,23
24,29
29,24
24,30
30,24
24,31
31,24
24,32
32,24
24,36
36,24
25,41
41,25
25,61
61,25
26,33
33,26
27,30
30,27
28,31
31,28
29,30
30,29
29,31
31,29
29,32
32,29
29,36
36,29
30,31
31,30
30,36
36,30
31,32
32,31
31,89
89,31
32,65
65,32
35,72
72,35
38,42
42,38
39,56
56,39
40,74
74,40
65,66
66,65
66,67
67,66
97,98
98,97
97,99
99,97
97,100
100,97
97,101
101,97
97,102
102,97
97,103
103,97
97,104
104,97
97,105
105,97
97,107
107,97
97,108
108,97
97,109
109,97
97,110
110,97
97,111
111,97
97,112
112,97
97,113
113,97
97,114
114,97
97,115
115,97
97,116
116,97
97,117
117,97
97,118
118,97
97,119
119,97
97,120
120,97
97,121
121,97
97,122
122,97
97,123
123,97
97,124
124,97
97,125
125,97
97,126
126,97
97,127
127,97
97,128
128,97
97,129
129,97
97,131
131,97
97,132
132,97
97,133
133,97
97,136
136,97
97,137
137,97
97,142
142,97
97,143
143,97
97,144
144,97
97,145
145,97
97,147
147,97
97,151
151,97
97,152
152,97
97,154
154,97
97,155
155,97
97,156
156,97
97,159
159,97
97,161
161,97
97,162
162,97
97,163
163,97
97,164
164,97
97,165
165,97
97,166
166,97
97,167
167,97
97,168
168,97
97,169
169,97
97,170
170,97
97,171
171,97
97,172
172,97
97,173
173,97
97,174
174,97
97,175
175,97
97,176
176,97
97,177
177,97
97,178
178,97
97,179
179,97
97,180
180,97
97,181
181,97
97,182
182,97
97,184
184,97
97,185
185,97
97,186
186,97
97,187
187,97
97,188
188,97
97,189
189,97
97,190
190,97
97,191
191,97
97,192
192,97
98,99
99,98
98,100
100,98
98,101
101,98
98,102
102,98
98,103
103,98
98,104
104,98
98,105
105,98
98,107
107,98
98,108
108,98
98,109
109,98
98,110
110,98
98,111
111,98
98,112
112,98
98,113
113,98
98,114
114,98
98,115
115,98
98,116
116,98
98,117
117,98
98,118
118,98
98,119
119,98
98,120
120,98
98,121
121,98
98,122
122,98
98,123
123,98
98,124
124,98
98,125
125,98
98,126
126,98
98,127
127,98
98,128
128,98
98,129
129,98
98,130
130,98
98,131
131,98
98,132
132,98
98,133
133,98
98,135
135,98
98,136
136,98
98,137
137,98
98,142
142,98
98,143
143,98
98,144
144,98
98,145
145,98
98,147
147,98
98,151
151,98
98,152
152,98
98,154
154,98
98,155
155,98
98,156
156,98
98,157
157,98
98,158
158,98
98,159
159,98
98,160
160,98
98,161
161,98
98,162
162,98
98,163
163,98
98,164
164,98
98,165
165,98
98,166
166,98
98,167
167,98
98,168
168,98
98,169
169,98
98,170
170,98
98,171
171,98
98,172
172,98
98,173
173,98
98,174
174,98
98,175
175,98
98,176
176,98
98,177
177,98
98,178
178,98
98,179
179,98
98,180
180,98
98,181
181,98
98,182
182,98
98,183
183,98
98,184
184,98
98,185
185,98
98,186
186,98
98,187
187,98
98,188
188,98
98,189
189,98
98,190
190,98
98,191
191,98
98,192
192,98
99,100
100,99
99,101
101,99
99,102
102,99
99,103
103,99
99,104
104,99
99,105
105,99
99,107
107,99
99,108
108,99
99,109
109,99
99,110
110,99
99,111
111,99
99,112
112,99
99,113
113,99
99,114
114,99
99,115
115,99
99,116
116,99
99,117
117,99
99,118
118,99
99,119
119,99
99,120
120,99
99,121
121,99
99,122
122,99
99,123
123,99
99,124
124,99
99,125
125,99
99,126
126,99
99,127
127,99
99,128
128,99
99,129
129,99
99,130
130,99
99,131
131,99
99,132
132,99
99,133
133,99
99,136
136,99
99,137
137,99
99,142
142,99
99,143
143,99
99,144
144,99
99,145
145,99
99,147
147,99
99,151
151,99
99,152
152,99
99,154
154,99
99,155
155,99
99,156
156,99
99,157
157,99
99,158
158,99
99,159
159,99
99,160
160,99
99,161
161,99
99,162
162,99
99,163
163,99
99,164
164,99
99,165
165,99
99,166
166,99
99,167
167,99
99,168
168,99
99,169
